title,views,date_time,video_link,thumbnail_link
How to Build a Wallpaper App in Android Studio? | GeeksforGeeks,32K views,2 years ago,/watch?v=cjEglFYQHHY,https://i.ytimg.com/vi/cjEglFYQHHY/hqdefault.jpg
Best Programming Language For Competitive Programming | C++ vs Java vs Python | GeeksforGeeks,62K views,2 years ago,/watch?v=deaQG10LWR8,https://i.ytimg.com/vi/deaQG10LWR8/hqdefault.jpg
MCQ Quiz Game Using Python Tkinter | Python Projects | GeeksforGeeks,27K views,2 years ago,/watch?v=lFSkmIEjckc,https://i.ytimg.com/vi/lFSkmIEjckc/hqdefault.jpg
Select Multiple Rows and Columns From a Pandas DataFrame | GeeksforGeeks,11K views,2 years ago,/watch?v=sqXiwHUvuh0,https://i.ytimg.com/vi/sqXiwHUvuh0/hqdefault.jpg
How to Build a Cryptocurrency Tracker Android App? | GeeksforGeeks,24K views,2 years ago,/watch?v=84SSMOrfZrs,https://i.ytimg.com/vi/84SSMOrfZrs/hqdefault.jpg
Rock Paper and Scissor Game Using Python Tkinter | GeeksforGeeks,11K views,2 years ago,/watch?v=NLxw-1VhiKI,https://i.ytimg.com/vi/NLxw-1VhiKI/hqdefault.jpg
5 Operating System Concepts You Should Know As a Developer | GeeksforGeeks,28K views,2 years ago,/watch?v=pQCa60f2dIY,https://i.ytimg.com/vi/pQCa60f2dIY/hqdefault.jpg
Build a Stock Trend Prediction Web App in Python | GeeksforGeeks,173K views,2 years ago,/watch?v=s3CnE2tqQdo,https://i.ytimg.com/vi/s3CnE2tqQdo/hqdefault.jpg
How to Create Language Translator Android App? | GeeksforGeeks,62K views,2 years ago,/watch?v=i58g-EPG5_s,https://i.ytimg.com/vi/i58g-EPG5_s/hqdefault.jpg
How to Change the Data Type of NumPy Array? | GeeksforGeeks,4.3K views,2 years ago,/watch?v=NNl--RW75AM,https://i.ytimg.com/vi/NNl--RW75AM/hqdefault.jpg
Creating a Stopwatch Using Python | GeeksforGeeks,9.2K views,2 years ago,/watch?v=On8dNuKo4Dw,https://i.ytimg.com/vi/On8dNuKo4Dw/hqdefault.jpg
How to Make a News App in Android Studio? | GeeksforGeeks,81K views,2 years ago,/watch?v=9qqogGMd6lE,https://i.ytimg.com/vi/9qqogGMd6lE/hqdefault.jpg
Tips For Better Work-Life Balance | GeeksforGeeks,1.7K views,2 years ago,/watch?v=CXI5YSPyqOs,
How to Remove Duplicate Rows in Pandas Dataframe? | GeeksforGeeks,23K views,2 years ago,/watch?v=e5oOvU0VWBQ,
Snake Game Using Python & Pygame | GeeksforGeeks,13K views,2 years ago,/watch?v=SUtHKHwUKT4,
How to Make a Sticky Notes Android App? | GeeksforGeeks,13K views,2 years ago,/watch?v=qfzdZoEiZFQ,
Interview Question - Tell Me About Yourself | How to Answer? | GeeksforGeeks,11K views,2 years ago,/watch?v=qqBY9FeqzKw,https://i.ytimg.com/vi/qqBY9FeqzKw/hqdefault.jpg
Top 10 Python Libraries For Data Science | GeeksforGeeks,6.7K views,2 years ago,/watch?v=E3jbcgFRivE,https://i.ytimg.com/vi/E3jbcgFRivE/hqdefault.jpg
Selecting Rows in Pandas DataFrame Based on Conditions | GeeksforGeeks,22K views,2 years ago,/watch?v=D9FwM-76Cns,https://i.ytimg.com/vi/D9FwM-76Cns/hqdefault.jpg
How to Create QR Code Generator in Python? | GeeksforGeeks,47K views,2 years ago,/watch?v=RsN0aXfPR1E,https://i.ytimg.com/vi/RsN0aXfPR1E/hqdefault.jpg
What is Java .Class File? | GeeksforGeeks,19K views,2 years ago,/watch?v=ajVWDCN42WI,https://i.ytimg.com/vi/ajVWDCN42WI/hqdefault.jpg
Single Responsibility Principle in ReactJS | GeeksforGeeks,4.1K views,2 years ago,/watch?v=hvRF-iQwqgk,https://i.ytimg.com/vi/hvRF-iQwqgk/hqdefault.jpg
How to Use Kaggle For Learning Data Science? | GeeksforGeeks,93K views,2 years ago,/watch?v=u9MIwoFWXVg,https://i.ytimg.com/vi/u9MIwoFWXVg/hqdefault.jpg
Creating a ChatBot App in Android | GeeksforGeeks,86K views,2 years ago,/watch?v=7_Cc36c7EW0,https://i.ytimg.com/vi/7_Cc36c7EW0/hqdefault.jpg
Deadlock in Operating System | GeeksforGeeks,76K views,2 years ago,/watch?v=onkWXaXAgbY,https://i.ytimg.com/vi/onkWXaXAgbY/hqdefault.jpg
Creating a Pandas DataFrame From Lists | GeeksforGeeks,16K views,2 years ago,/watch?v=GOBzqpdZX5A,https://i.ytimg.com/vi/GOBzqpdZX5A/hqdefault.jpg
How to Create Notepad using Python? | GeeksforGeeks,16K views,2 years ago,/watch?v=iyJ1_ODzNUk,https://i.ytimg.com/vi/iyJ1_ODzNUk/hqdefault.jpg
7 Android Project Ideas to Build in 2021 | GeeksforGeeks,48K views,2 years ago,/watch?v=uPEflEXJec4,https://i.ytimg.com/vi/uPEflEXJec4/hqdefault.jpg
How to Setup Flutter on Android Studio? | GeeksforGeeks,269K views,2 years ago,/watch?v=hfz_AraTk_k,https://i.ytimg.com/vi/hfz_AraTk_k/hqdefault.jpg
Growth Of XR in India | Podcast with Avi Dwivedi | Priyanshu Bhattacharjee,864 views,2 years ago,/watch?v=LK4hTfqTpfs,https://i.ytimg.com/vi/LK4hTfqTpfs/hqdefault.jpg
How to crack GATE | Journey and Preparation Strategy ft. Ashish Verma | AIR 338,947 views,2 years ago,/watch?v=zkAPegWJpCA,https://i.ytimg.com/vi/zkAPegWJpCA/hqdefault.jpg
How to Make a Scientific Calculator Android App? | GeeksforGeeks,15K views,2 years ago,/watch?v=gwOL-4V_sNw,https://i.ytimg.com/vi/gwOL-4V_sNw/hqdefault.jpg
Different Ways to Get Python Pandas Column Names | GeeksforGeeks,10K views,2 years ago,/watch?v=Ty9TWZ7js6A,https://i.ytimg.com/vi/Ty9TWZ7js6A/hqdefault.jpg
How to Make Tic Tac Toe Game(Offline Mode) Android App? | GeeksforGeeks,7.1K views,2 years ago,/watch?v=F-awBQNFWEc,https://i.ytimg.com/vi/F-awBQNFWEc/hqdefault.jpg
How to Make a Android App to Check Covid-19 Vaccine Availability? | GeeksforGeeks,36K views,2 years ago,/watch?v=F-E6mFPIOrY,https://i.ytimg.com/vi/F-E6mFPIOrY/hqdefault.jpg
How to Remove Columns From Pandas Dataframe? | GeeksforGeeks,19K views,2 years ago,/watch?v=8PN1eXQGZ9c,https://i.ytimg.com/vi/8PN1eXQGZ9c/hqdefault.jpg
Handling Missing Values in Pandas Dataframe | GeeksforGeeks,73K views,2 years ago,/watch?v=uDr67HBIPz8,https://i.ytimg.com/vi/uDr67HBIPz8/hqdefault.jpg
Customer Segmentation Using K-Means Clustering | Machine Learning | GeeksforGeeks,33K views,2 years ago,/watch?v=7J3mz9LMjqg,https://i.ytimg.com/vi/7J3mz9LMjqg/hqdefault.jpg
How to Create a Digital Clock Using Python? | GeeksforGeeks,19K views,2 years ago,/watch?v=1INA9AmaDtQ,https://i.ytimg.com/vi/1INA9AmaDtQ/hqdefault.jpg
How to Take Screenshot Using Python? | GeeksforGeeks,11K views,2 years ago,/watch?v=Wk2aaHz3Dv0,https://i.ytimg.com/vi/Wk2aaHz3Dv0/hqdefault.jpg
Build Your First Data Science Web App Using Python | GeeksforGeeks,11K views,2 years ago,/watch?v=dr78W28vzbM,https://i.ytimg.com/vi/dr78W28vzbM/hqdefault.jpg
How to Compile and Execute a Java Program? | GeeksforGeeks,4.8K views,2 years ago,/watch?v=0f-Sx81bIWQ,https://i.ytimg.com/vi/0f-Sx81bIWQ/hqdefault.jpg
How to Make a Covid-19 Tracker Android App? | GeeksforGeeks,31K views,2 years ago,/watch?v=opCW91zYJcI,https://i.ytimg.com/vi/opCW91zYJcI/hqdefault.jpg
How to Rename Columns in Pandas DataFrame? | GeeksforGeeks,10K views,2 years ago,/watch?v=jj-6-DUpG5o,https://i.ytimg.com/vi/jj-6-DUpG5o/hqdefault.jpg
Machine Learning vs Data Science | GeeksforGeeks,8.3K views,2 years ago,/watch?v=9J-7-xOfAf4,
ProGeekCup 2021 - A Project Competition By GeeksforGeeks,1.9K views,2 years ago,/watch?v=WXnvzixVAjc,
How to Make a Quiz App in Android? | GeeksforGeeks,64K views,2 years ago,/watch?v=5lmhxob61eg,
Registration Form Using Python Tkinter | GeeksforGeeks,35K views,2 years ago,/watch?v=c3rp-iKe3cI,
How to Add New Column in Pandas Dataframe? | GeeksforGeeks,30K views,2 years ago,/watch?v=IZ8oCcVB3iA,https://i.ytimg.com/vi/IZ8oCcVB3iA/hqdefault.jpg
How to Get Started with Android Development? | GeeksforGeeks,5.6K views,2 years ago,/watch?v=U8PNOIdBL9M,https://i.ytimg.com/vi/U8PNOIdBL9M/hqdefault.jpg
Different Ways to Create a Pandas DataFrame | GeeksforGeeks,24K views,2 years ago,/watch?v=dEHJmn6p39M,https://i.ytimg.com/vi/dEHJmn6p39M/hqdefault.jpg
Prepare for your next technical interview | Complete Interview Preparation | GeeksforGeeks,299K views,2 years ago,/watch?v=sIn_mztgNQw,https://i.ytimg.com/vi/sIn_mztgNQw/hqdefault.jpg
How to Speed Up Android Studio? | GeeksforGeeks,44K views,2 years ago,/watch?v=fOzzJ83A2og,https://i.ytimg.com/vi/fOzzJ83A2og/hqdefault.jpg
The advice that every geek has been waiting for is here! | GeeksforGeeks ft. Vipul Goyal,4.7K views,2 years ago,/watch?v=DCi_Dz25880,https://i.ytimg.com/vi/DCi_Dz25880/hqdefault.jpg
School Ambassador Program by GeeksforGeeks,2.1K views,2 years ago,/watch?v=Z617vWKuslU,https://i.ytimg.com/vi/Z617vWKuslU/hqdefault.jpg
What Can You Do With Python? | GeeksforGeeks,50K views,2 years ago,/watch?v=G7G4MpFg8jg,https://i.ytimg.com/vi/G7G4MpFg8jg/hqdefault.jpg
Top 5 VS Code Extensions in 2021 | GeeksforGeeks,2.3K views,2 years ago,/watch?v=yS23Nrt-FVQ,https://i.ytimg.com/vi/yS23Nrt-FVQ/hqdefault.jpg
Why to Choose Flutter For Android Development? | GeeksforGeeks,30K views,2 years ago,/watch?v=sNtuTPyrTNU,https://i.ytimg.com/vi/sNtuTPyrTNU/hqdefault.jpg
5 Mistakes To Avoid As a Beginner Web Developer | GeeksforGeeks,6.8K views,2 years ago,/watch?v=f4CF9Xn38go,https://i.ytimg.com/vi/f4CF9Xn38go/hqdefault.jpg
How Java Works? | GeeksforGeeks,57K views,2 years ago,/watch?v=H7UlMH_SdGc,https://i.ytimg.com/vi/H7UlMH_SdGc/hqdefault.jpg
IIIT Hyderabad MTech admission Process | PGEE & MTech Interview Experience,10K views,2 years ago,/watch?v=dGXiAb5qW40,https://i.ytimg.com/vi/dGXiAb5qW40/hqdefault.jpg
Web Scraping Using Python | GeeksforGeeks,166K views,2 years ago,/watch?v=O6nnVHPjcJU,https://i.ytimg.com/vi/O6nnVHPjcJU/hqdefault.jpg
10 Smart Questions To Ask Your Interviewer | GeeksforGeeks,2.6K views,2 years ago,/watch?v=FoCldrjRcGQ,https://i.ytimg.com/vi/FoCldrjRcGQ/hqdefault.jpg
Things To Know Before Start Programming | GeeksforGeeks,6.8K views,2 years ago,/watch?v=rf7g1Jd-zTI,https://i.ytimg.com/vi/rf7g1Jd-zTI/hqdefault.jpg
FREE TCS NQT May 2021 Preparation By GeeksforGeeks,12K views,2 years ago,/watch?v=0qIz8MaqTZU,https://i.ytimg.com/vi/0qIz8MaqTZU/hqdefault.jpg
VIDEO INTERNSHIP Program By GeeksforGeeks,5.3K views,2 years ago,/watch?v=eygbryo6qfU,https://i.ytimg.com/vi/eygbryo6qfU/hqdefault.jpg
Why You Should Learn JavaScript? | GeeksforGeeks,8K views,2 years ago,/watch?v=9eMvxwk6Op4,https://i.ytimg.com/vi/9eMvxwk6Op4/hqdefault.jpg
All You Need to Know About Flutter | GeeksforGeeks,12K views,2 years ago,/watch?v=ggNmmRYWv0I,https://i.ytimg.com/vi/ggNmmRYWv0I/hqdefault.jpg
5 Mistakes You MUST Avoid in College | Ishan | GeeksforGeeks,4.1K views,2 years ago,/watch?v=inTUjgTkAZs,https://i.ytimg.com/vi/inTUjgTkAZs/hqdefault.jpg
Best Campus Ambassador Programs For College Students | Ishan | GeeksforGeeks,39K views,2 years ago,/watch?v=yrEIbh-VKwo,https://i.ytimg.com/vi/yrEIbh-VKwo/hqdefault.jpg
Essential Math For Data Science | Shivani | GeeksforGeeks,60K views,2 years ago,/watch?v=fGV2rxn42R4,https://i.ytimg.com/vi/fGV2rxn42R4/hqdefault.jpg
10 Javascript Projects For Beginners | Ishan Sharma | GeeksforGeeks,67K views,2 years ago,/watch?v=UcPv77liuc4,https://i.ytimg.com/vi/UcPv77liuc4/hqdefault.jpg
Best IDE for Programming in 2021 | Yashwanth | GeeksforGeeks,30K views,2 years ago,/watch?v=IzqjcW4lex4,https://i.ytimg.com/vi/IzqjcW4lex4/hqdefault.jpg
Keep Yourself Updated as Software Developer | Ishan Sharma | GeeksforGeeks,18K views,2 years ago,/watch?v=5-AKp3S7Wz4,https://i.ytimg.com/vi/5-AKp3S7Wz4/hqdefault.jpg
Complete Roadmap to Become a Data Scientist | Etisha | GeeksforGeeks,32K views,2 years ago,/watch?v=2svr0P081A4,https://i.ytimg.com/vi/2svr0P081A4/hqdefault.jpg
Learn DSA and Get Placed | Online Course | GeeksforGeeks,79K views,2 years ago,/watch?v=k48uwmX4Z8I,https://i.ytimg.com/vi/k48uwmX4Z8I/hqdefault.jpg
DSA-Online Course at a Student Friendly Price | GeeksforGeeks,225K views,2 years ago,/watch?v=2NhQ8Hj1ESY,https://i.ytimg.com/vi/2NhQ8Hj1ESY/hqdefault.jpg
Effective Productivity Hacks for Software Developers | Radhika | GeeksforGeeks,2.7K views,2 years ago,/watch?v=_Ufe1LY09zY,https://i.ytimg.com/vi/_Ufe1LY09zY/hqdefault.jpg
Start Your Learning Journey With Us | GeeksforGeeks ft. Divyendu Sharma,647K views,2 years ago,/watch?v=sa9l-dTv9Gk,https://i.ytimg.com/vi/sa9l-dTv9Gk/hqdefault.jpg
Data Structures and Algorithms | Online Course | GeeksforGeeks,517K views,2 years ago,/watch?v=XV8zBiRIivQ,https://i.ytimg.com/vi/XV8zBiRIivQ/hqdefault.jpg
Why New Developers Should Work In Startup | Ishan Sharma | GeeksforGeeks,1.8K views,2 years ago,/watch?v=CxLl-Zr4uBw,https://i.ytimg.com/vi/CxLl-Zr4uBw/hqdefault.jpg
Get Started with DSA Self-Paced | GeeksforGeeks,359K views,2 years ago,/watch?v=sBx4pIdpPz4,https://i.ytimg.com/vi/sBx4pIdpPz4/hqdefault.jpg
Introduction to C Language | Sample Video for C Course | GeeksforGeeks,141K views,2 years ago,/watch?v=l2PyiNFZwNc,https://i.ytimg.com/vi/l2PyiNFZwNc/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 30,1.3K views,2 years ago,/watch?v=-RQHjRFrNxU,https://i.ytimg.com/vi/-RQHjRFrNxU/hqdefault.jpg
How to Become a Self-Taught Software Developer | Ishan Sharma | GeeksforGeeks,14K views,2 years ago,/watch?v=x2DE-BUc5KA,https://i.ytimg.com/vi/x2DE-BUc5KA/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 29,904 views,2 years ago,/watch?v=tEbTtwYWUyI,https://i.ytimg.com/vi/tEbTtwYWUyI/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 28,976 views,2 years ago,/watch?v=JaIU4CteN50,https://i.ytimg.com/vi/JaIU4CteN50/hqdefault.jpg
Introduction to Full-Stack Development | #Skillitup | GeeksforGeeks,2.8K views,2 years ago,/watch?v=r1pJs5JVMhc,https://i.ytimg.com/vi/r1pJs5JVMhc/hqdefault.jpg
Tips To Crack Campus Placement Interview | Radhika | GeeksforGeeks,8.5K views,2 years ago,/watch?v=PUlb6LGwGmc,https://i.ytimg.com/vi/PUlb6LGwGmc/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 27,1.4K views,2 years ago,/watch?v=4mFr3x9PNZU,https://i.ytimg.com/vi/4mFr3x9PNZU/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 26,793 views,2 years ago,/watch?v=lbekU2EOu4E,https://i.ytimg.com/vi/lbekU2EOu4E/hqdefault.jpg
How To Become a Good Programmer | Ishan Sharma | GeeksforGeeks,67K views,2 years ago,/watch?v=2gqWVe_m51M,https://i.ytimg.com/vi/2gqWVe_m51M/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 25,1.1K views,2 years ago,/watch?v=GTkM3HEuyx0,https://i.ytimg.com/vi/GTkM3HEuyx0/hqdefault.jpg
DSA Self-Paced | Online Course | GeeksforGeeks,360K views,2 years ago,/watch?v=RLiN0bbeTD8,https://i.ytimg.com/vi/RLiN0bbeTD8/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 24,1K views,2 years ago,/watch?v=wv-QRW-iEk0,https://i.ytimg.com/vi/wv-QRW-iEk0/hqdefault.jpg
Top 10 Machine Learning Project Ideas | Yashwanth | GeeksforGeeks,14K views,2 years ago,/watch?v=dDo_3bmBU3A,https://i.ytimg.com/vi/dDo_3bmBU3A/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 23,812 views,2 years ago,/watch?v=JeRCVoVFsQw,https://i.ytimg.com/vi/JeRCVoVFsQw/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 22,805 views,2 years ago,/watch?v=LSbS7GdV6-o,https://i.ytimg.com/vi/LSbS7GdV6-o/hqdefault.jpg
Why should we Hire You? | Best Answer For Interview,2.2K views,2 years ago,/watch?v=ZZXsQrPZhgQ,https://i.ytimg.com/vi/ZZXsQrPZhgQ/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 21,941 views,2 years ago,/watch?v=g9ts-D5yuo8,https://i.ytimg.com/vi/g9ts-D5yuo8/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 20,1K views,2 years ago,/watch?v=BF8p69mlGT4,https://i.ytimg.com/vi/BF8p69mlGT4/hqdefault.jpg
First Impression of GATE CSE 2021 | GeeksforGeeks,1.3K views,2 years ago,/watch?v=niCN3kLadAQ,https://i.ytimg.com/vi/niCN3kLadAQ/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 19,1.4K views,2 years ago,/watch?v=i6EY2KN7i_E,https://i.ytimg.com/vi/i6EY2KN7i_E/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 18,1.5K views,2 years ago,/watch?v=MMYARBoe49o,https://i.ytimg.com/vi/MMYARBoe49o/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 17,1.2K views,2 years ago,/watch?v=GLR7JnodVbM,https://i.ytimg.com/vi/GLR7JnodVbM/hqdefault.jpg
Top 7 Programming Language for Data Science | Yashwanth | Geeksforgeeks,1.3K views,2 years ago,/watch?v=SSGaShI_mBE,https://i.ytimg.com/vi/SSGaShI_mBE/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 16,2K views,2 years ago,/watch?v=2Wg28re5VG0,https://i.ytimg.com/vi/2Wg28re5VG0/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 15,1.1K views,2 years ago,/watch?v=Vz3qEhyRvgI,https://i.ytimg.com/vi/Vz3qEhyRvgI/hqdefault.jpg
Freelance software developer Guide in 2021 | Ishan Sharma | GeeksforGeeks,123K views,2 years ago,/watch?v=DciPXior1Ck,https://i.ytimg.com/vi/DciPXior1Ck/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 14,1.2K views,2 years ago,/watch?v=BqTL8g0IBWE,https://i.ytimg.com/vi/BqTL8g0IBWE/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 13,1.8K views,2 years ago,/watch?v=03bjAwDrAAo,https://i.ytimg.com/vi/03bjAwDrAAo/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 12,2K views,2 years ago,/watch?v=YIDbPXsyxhM,https://i.ytimg.com/vi/YIDbPXsyxhM/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 11,4K views,2 years ago,/watch?v=okwOQoJZsOU,https://i.ytimg.com/vi/okwOQoJZsOU/hqdefault.jpg
Complete Machine Learning Roadmap | GeeksforGeeks,19K views,2 years ago,/watch?v=s9HzfsNO9_4,https://i.ytimg.com/vi/s9HzfsNO9_4/hqdefault.jpg
Solutions | #30daysofcodewithGFG | Day 10,12K views,2 years ago,/watch?v=PlSr4_moZGA,https://i.ytimg.com/vi/PlSr4_moZGA/hqdefault.jpg
10 Python Projects for Beginners | Ishan Sharma | Geeksforgeeks,72K views,2 years ago,/watch?v=gdaSQAqXIwI,https://i.ytimg.com/vi/gdaSQAqXIwI/hqdefault.jpg
Best Digital Marketing Tools in 2021 | Yaswanth | Geeksforgeeks,1K views,2 years ago,/watch?v=sZza9BnEaMM,https://i.ytimg.com/vi/sZza9BnEaMM/hqdefault.jpg
How to get Data Science Internship | Shivani Singh | GeeksforGeeks,34K views,2 years ago,/watch?v=_fR62smonRA,https://i.ytimg.com/vi/_fR62smonRA/hqdefault.jpg
Frontend VS Backend Web Development | Which one is Right for you? | GeeksforGeeks,13K views,2 years ago,/watch?v=68ZZAJxCG3Y,https://i.ytimg.com/vi/68ZZAJxCG3Y/hqdefault.jpg
How to get Internship at Google | Khushboo | GeeksforGeeks,97K views,2 years ago,/watch?v=N7Tgel4ka_M,https://i.ytimg.com/vi/N7Tgel4ka_M/hqdefault.jpg
Top 10 Most Popular Python Libraries | Yaswanth | GeeksforGeeks,45K views,2 years ago,/watch?v=0IbkMZHOsC0,https://i.ytimg.com/vi/0IbkMZHOsC0/hqdefault.jpg
Most Popular JavaScript Frameworks in 2021 | Ishan Sharma | GeeksforGeeks,6.3K views,2 years ago,/watch?v=ES3kW3mZbTs,https://i.ytimg.com/vi/ES3kW3mZbTs/hqdefault.jpg
How to Learn Any New Programming Language​ Efficiently | Radhika | GeeksforGeeks,9.8K views,2 years ago,/watch?v=NupFJUsLRpM,https://i.ytimg.com/vi/NupFJUsLRpM/hqdefault.jpg
Introduction to C++ | Sample Video for C++ Foundation Course | GeeksforGeeks,181K views,2 years ago,/watch?v=wmje4-UG8Lc,https://i.ytimg.com/vi/wmje4-UG8Lc/hqdefault.jpg
How To Get Paid Internship in College | Ishan Sharma | GeeksforGeeks,7.6K views,2 years ago,/watch?v=M7Y2mtqq0eE,https://i.ytimg.com/vi/M7Y2mtqq0eE/hqdefault.jpg
Reverse in STL | Sample Video for C++ Productivity Hacks | GeeksforGeeks,3.6K views,2 years ago,/watch?v=-NK9CQTdceg,https://i.ytimg.com/vi/-NK9CQTdceg/hqdefault.jpg
Top 8 Career Paths with Less/No Coding | Yaswanth |GeeksforGeeks,116K views,2 years ago,/watch?v=v4SgfTBodp8,https://i.ytimg.com/vi/v4SgfTBodp8/hqdefault.jpg
Fast Input/Output | Sample Video for C++ Productivity Hacks | GeeksforGeeks,13K views,2 years ago,/watch?v=DhPMRStOU7o,https://i.ytimg.com/vi/DhPMRStOU7o/hqdefault.jpg
Web Development Roadmap 2021 | Ishan Sharma | GeeksforGeeks,76K views,2 years ago,/watch?v=k0NzJ3zyJ_k,https://i.ytimg.com/vi/k0NzJ3zyJ_k/hqdefault.jpg
Last 30 Days Strategy for GATE 2021 | Shilpa Jain | GeeksforGeeks,2.7K views,2 years ago,/watch?v=QIpkz_lxUVE,https://i.ytimg.com/vi/QIpkz_lxUVE/hqdefault.jpg
Top 7 Projects Ideas to Build in 2021 | Ishan Sharma | GeeksforGeeks,595K views,2 years ago,/watch?v=0Nmf_Ietlts,https://i.ytimg.com/vi/0Nmf_Ietlts/hqdefault.jpg
Top Machine Learning Tools & Frameworks 2021 | Yaswanth | GeeksforGeeks,10K views,2 years ago,/watch?v=zCsqYpWIHrw,https://i.ytimg.com/vi/zCsqYpWIHrw/hqdefault.jpg
Software Design Patterns - Why should you learn it? | GeeksforGeeks,5.2K views,2 years ago,/watch?v=LjREUbbuorc,https://i.ytimg.com/vi/LjREUbbuorc/hqdefault.jpg
SBI SO Exam 2021 | GeeksforGeeks,4.5K views,2 years ago,/watch?v=vAocdFaHLzs,https://i.ytimg.com/vi/vAocdFaHLzs/hqdefault.jpg
Resolution Days 2021 | New Year Event | GeeksforGeeks,1.2K views,2 years ago,/watch?v=H7mZiZRZiDU,https://i.ytimg.com/vi/H7mZiZRZiDU/hqdefault.jpg
Kth Largest Element using Priority Queue | Rahul Singla | GeeksforGeeks,6.2K views,2 years ago,/watch?v=nJ4_1fw_7-w,https://i.ytimg.com/vi/nJ4_1fw_7-w/hqdefault.jpg
5 Reasons to Learn Python in 2021 | Ishan Sharma | GeeksforGeeks,85K views,2 years ago,/watch?v=Z-epb7refsY,https://i.ytimg.com/vi/Z-epb7refsY/hqdefault.jpg
An Advice by your favorite YouTubers | #Skillitup | GeeksforGeeks,5.5K views,2 years ago,/watch?v=geTs41UoDtA,https://i.ytimg.com/vi/geTs41UoDtA/hqdefault.jpg
5 Resolutions for Developers in 2021 | Ishan Sharma | GeeksforGeeks,7.9K views,2 years ago,/watch?v=nVaRxNpoT2w,https://i.ytimg.com/vi/nVaRxNpoT2w/hqdefault.jpg
Segmented Sieve | Sample Video II for Essential Maths for CP | GeeksforGeeks,22K views,2 years ago,/watch?v=j0M8SF6daSs,https://i.ytimg.com/vi/j0M8SF6daSs/hqdefault.jpg
Must Skills to Become Data Scientists in 2021 | Akash Kalra | GeeksforGeeks,6.4K views,2 years ago,/watch?v=zAJ8NVGwutA,https://i.ytimg.com/vi/zAJ8NVGwutA/hqdefault.jpg
Sieve of Eratosthenes | Sample Video II for Essential Maths for CP | GeeksforGeeks,30K views,2 years ago,/watch?v=NZ7-ntEgt6g,https://i.ytimg.com/vi/NZ7-ntEgt6g/hqdefault.jpg
Check for Prime | Sample Video I for Essential Maths for CP | GeeksforGeeks,10K views,2 years ago,/watch?v=ZgFCZct3Pq0,https://i.ytimg.com/vi/ZgFCZct3Pq0/hqdefault.jpg
Top 7 Programming Languages to Learn in 2021 | Ishan Sharma | GeeksforGeeks,61K views,2 years ago,/watch?v=34jzJ9i2BTY,https://i.ytimg.com/vi/34jzJ9i2BTY/hqdefault.jpg
GeeksforGeeks Premium,2.4K views,2 years ago,/watch?v=MudLC2PUzdY,https://i.ytimg.com/vi/MudLC2PUzdY/hqdefault.jpg
How to score 55+ marks in GATE Exam | Shilpa Jain | GeeksforGeeks,15K views,2 years ago,/watch?v=W0q5LgB0PJI,https://i.ytimg.com/vi/W0q5LgB0PJI/hqdefault.jpg
What is Machine Learning ? | Sample Video for ML - Basic Level Course with Python | GeeksforGeeks,6.6K views,2 years ago,/watch?v=fHuwydryeKI,https://i.ytimg.com/vi/fHuwydryeKI/hqdefault.jpg
Second Largest Element in Array | Sample Video for DSA Foundation Course | GeeksforGeeks,55K views,2 years ago,/watch?v=BREO-7lVqR4,https://i.ytimg.com/vi/BREO-7lVqR4/hqdefault.jpg
Working of List in Python | Sample Video for DS with Python Course | GeeksforGeeks,13K views,2 years ago,/watch?v=2AGU_u7pf8A,https://i.ytimg.com/vi/2AGU_u7pf8A/hqdefault.jpg
Introduction to Java | Sample Video for the Java Foundation Course | GeeksforGeeks,41K views,2 years ago,/watch?v=yeX5sFkwLrw,https://i.ytimg.com/vi/yeX5sFkwLrw/hqdefault.jpg
Introduction to Python | Sample Video for Python Foundation Course | GeeksforGeeks,216K views,2 years ago,/watch?v=KWnoiOimNbs,https://i.ytimg.com/vi/KWnoiOimNbs/hqdefault.jpg
Last 2 Months Strategy for GATE 2021 | Shilpa Jain | GeeksforGeeks,3.5K views,2 years ago,/watch?v=VgPE3mBd-BU,https://i.ytimg.com/vi/VgPE3mBd-BU/hqdefault.jpg
